datum,datum_iso,timestamp_hour,stunde,hour_label,weekday_num,weekday_name,month,month_name,is_weekend,geraet_id,standort,direction,latitude,longitude,speed_limit_kmh,kfz,pkw,lkw,lfw,krad,van_or_bigger,fahrrad,all_vehicles,v_kfz,v_pkw,v_lkw,v85,v85_minus_avg_speed,v85_above_limit,bike_share_all_pct,car_share_motorised_pct,motorbike_share_motorised_pct,van_or_bigger_share_motorised_pct
23.04.2025,2025-04-23,2025-04-23 19:00:00,19,19:00,2,Wednesday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,495,432,30,25,8,55,184,679,34.6,35.6,27.9,44.7,10.1,False,27.1,87.3,1.6,11.1
23.04.2025,2025-04-23,2025-04-23 20:00:00,20,20:00,2,Wednesday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,280,242,10,23,5,33,142,422,36.7,37.8,29.5,45.0,8.3,False,33.6,86.4,1.8,11.8
23.04.2025,2025-04-23,2025-04-23 21:00:00,21,21:00,2,Wednesday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,195,171,10,12,2,22,122,317,46.0,48.4,28.4,56.4,10.4,True,38.5,87.7,1.0,11.3
23.04.2025,2025-04-23,2025-04-23 22:00:00,22,22:00,2,Wednesday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,117,98,7,9,3,16,74,191,32.9,33.1,32.2,40.0,7.1,False,38.7,83.8,2.6,13.7
23.04.2025,2025-04-23,2025-04-23 23:00:00,23,23:00,2,Wednesday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,57,47,4,4,2,8,56,113,38.1,38.9,34.1,45.3,7.2,False,49.6,82.5,3.5,14.0
24.04.2025,2025-04-24,2025-04-24 00:00:00,0,00:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,39,33,2,3,1,5,51,90,39.5,41.0,31.0,48.9,9.4,False,56.7,84.6,2.6,12.8
24.04.2025,2025-04-24,2025-04-24 01:00:00,1,01:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,38,33,1,3,1,4,63,101,39.3,40.4,31.8,44.2,4.9,False,62.4,86.8,2.6,10.5
24.04.2025,2025-04-24,2025-04-24 02:00:00,2,02:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,37,31,2,3,1,5,47,84,34.4,35.0,30.9,43.4,9.0,False,56.0,83.8,2.7,13.5
24.04.2025,2025-04-24,2025-04-24 03:00:00,3,03:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,31,28,1,2,0,3,46,77,37.7,37.7,37.6,46.8,9.1,False,59.7,90.3,0.0,9.7
24.04.2025,2025-04-24,2025-04-24 04:00:00,4,04:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,33,29,1,2,1,3,67,100,41.3,42.6,31.7,49.2,7.9,False,67.0,87.9,3.0,9.1
24.04.2025,2025-04-24,2025-04-24 05:00:00,5,05:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,48,42,3,2,1,5,70,118,45.6,47.1,34.9,51.1,5.5,True,59.3,87.5,2.1,10.4
24.04.2025,2025-04-24,2025-04-24 06:00:00,6,06:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,132,111,7,11,3,18,59,191,36.9,36.9,37.0,43.3,6.4,False,30.9,84.1,2.3,13.6
24.04.2025,2025-04-24,2025-04-24 07:00:00,7,07:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,312,261,18,26,7,44,128,440,40.2,41.9,31.4,48.1,7.9,False,29.1,83.7,2.2,14.1
24.04.2025,2025-04-24,2025-04-24 08:00:00,8,08:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,344,287,17,30,10,47,141,485,37.0,39.2,25.8,47.3,10.3,False,29.1,83.4,2.9,13.7
24.04.2025,2025-04-24,2025-04-24 09:00:00,9,09:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,312,265,12,27,8,39,127,439,36.7,37.5,32.1,45.2,8.5,False,28.9,84.9,2.6,12.5
24.04.2025,2025-04-24,2025-04-24 10:00:00,10,10:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,240,214,11,11,4,22,105,345,37.9,38.1,36.4,45.4,7.5,False,30.4,89.2,1.7,9.2
24.04.2025,2025-04-24,2025-04-24 11:00:00,11,11:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,176,147,11,15,3,26,108,284,39.4,40.8,31.8,49.7,10.3,False,38.0,83.5,1.7,14.8
24.04.2025,2025-04-24,2025-04-24 12:00:00,12,12:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,191,163,11,11,6,22,108,299,34.9,35.6,30.7,41.3,6.4,False,36.1,85.3,3.1,11.5
24.04.2025,2025-04-24,2025-04-24 13:00:00,13,13:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,270,226,16,23,5,39,111,381,36.6,38.1,29.0,45.4,8.8,False,29.1,83.7,1.9,14.4
24.04.2025,2025-04-24,2025-04-24 14:00:00,14,14:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,264,234,13,11,6,24,108,372,29.8,29.3,33.4,39.0,9.2,False,29.0,88.6,2.3,9.1
24.04.2025,2025-04-24,2025-04-24 15:00:00,15,15:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,318,263,21,25,9,46,122,440,38.3,40.0,30.3,45.1,6.8,False,27.7,82.7,2.8,14.5
24.04.2025,2025-04-24,2025-04-24 16:00:00,16,16:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,350,304,20,16,10,36,157,507,37.6,38.4,32.3,46.5,8.9,False,31.0,86.9,2.9,10.3
24.04.2025,2025-04-24,2025-04-24 17:00:00,17,17:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,541,458,38,36,9,74,154,695,30.3,30.5,28.8,39.5,9.2,False,22.2,84.7,1.7,13.7
24.04.2025,2025-04-24,2025-04-24 18:00:00,18,18:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,555,463,34,49,9,83,237,792,39.0,40.5,31.3,49.5,10.5,False,29.9,83.4,1.6,15.0
24.04.2025,2025-04-24,2025-04-24 19:00:00,19,19:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,446,392,19,28,7,47,216,662,36.8,38.1,27.0,45.9,9.1,False,32.6,87.9,1.6,10.5
24.04.2025,2025-04-24,2025-04-24 20:00:00,20,20:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,313,265,18,24,6,42,131,444,37.2,39.2,26.2,44.6,7.4,False,29.5,84.7,1.9,13.4
24.04.2025,2025-04-24,2025-04-24 21:00:00,21,21:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,157,141,7,7,2,14,123,280,41.3,42.6,30.3,51.0,9.7,True,43.9,89.8,1.3,8.9
24.04.2025,2025-04-24,2025-04-24 22:00:00,22,22:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,96,84,4,7,1,11,82,178,41.5,42.5,34.8,49.5,8.0,False,46.1,87.5,1.0,11.5
24.04.2025,2025-04-24,2025-04-24 23:00:00,23,23:00,3,Thursday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,51,46,2,2,1,4,61,112,44.4,45.7,32.6,54.5,10.1,True,54.5,90.2,2.0,7.8
25.04.2025,2025-04-25,2025-04-25 00:00:00,0,00:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,40,35,2,2,1,4,55,95,37.8,37.8,37.5,46.5,8.7,False,57.9,87.5,2.5,10.0
25.04.2025,2025-04-25,2025-04-25 01:00:00,1,01:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,33,28,2,2,1,4,46,79,42.4,44.0,33.0,49.2,6.8,False,58.2,84.8,3.0,12.1
25.04.2025,2025-04-25,2025-04-25 02:00:00,2,02:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,34,29,1,3,1,4,66,100,40.8,42.1,33.0,46.0,5.2,False,66.0,85.3,2.9,11.8
25.04.2025,2025-04-25,2025-04-25 03:00:00,3,03:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,35,31,2,2,0,4,64,99,43.6,44.9,33.3,51.3,7.7,True,64.6,88.6,0.0,11.4
25.04.2025,2025-04-25,2025-04-25 04:00:00,4,04:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,32,28,1,2,1,3,49,81,40.5,40.8,38.2,46.4,5.9,False,60.5,87.5,3.1,9.4
25.04.2025,2025-04-25,2025-04-25 05:00:00,5,05:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,45,38,2,4,1,6,59,104,38.0,39.5,30.0,47.0,9.0,False,56.7,84.4,2.2,13.3
25.04.2025,2025-04-25,2025-04-25 06:00:00,6,06:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,114,97,6,9,2,15,94,208,37.8,38.3,34.4,44.8,7.0,False,45.2,85.1,1.8,13.2
25.04.2025,2025-04-25,2025-04-25 07:00:00,7,07:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,346,293,18,26,9,44,111,457,35.1,36.5,27.7,43.3,8.2,False,24.3,84.7,2.6,12.7
25.04.2025,2025-04-25,2025-04-25 08:00:00,8,08:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,396,346,24,22,4,46,207,603,36.4,37.4,29.5,43.8,7.4,False,34.3,87.4,1.0,11.6
25.04.2025,2025-04-25,2025-04-25 09:00:00,9,09:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,311,272,19,16,4,35,165,476,38.2,39.0,32.8,47.7,9.5,False,34.7,87.5,1.3,11.3
25.04.2025,2025-04-25,2025-04-25 10:00:00,10,10:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,202,176,9,12,5,21,117,319,39.5,40.5,32.5,47.9,8.4,False,36.7,87.1,2.5,10.4
25.04.2025,2025-04-25,2025-04-25 11:00:00,11,11:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,186,156,9,16,5,25,94,280,39.5,41.9,27.1,47.6,8.1,False,33.6,83.9,2.7,13.4
25.04.2025,2025-04-25,2025-04-25 12:00:00,12,12:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,227,193,10,19,5,29,113,340,44.4,47.1,29.2,52.8,8.4,True,33.2,85.0,2.2,12.8
25.04.2025,2025-04-25,2025-04-25 13:00:00,13,13:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,231,195,10,20,6,30,122,353,39.5,40.4,34.8,47.5,8.0,False,34.6,84.4,2.6,13.0
25.04.2025,2025-04-25,2025-04-25 14:00:00,14,14:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,244,206,16,18,4,34,137,381,37.3,38.5,30.4,44.0,6.7,False,36.0,84.4,1.6,13.9
25.04.2025,2025-04-25,2025-04-25 15:00:00,15,15:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,345,301,24,16,4,40,130,475,38.8,39.4,35.0,44.5,5.7,False,27.4,87.2,1.2,11.6
25.04.2025,2025-04-25,2025-04-25 16:00:00,16,16:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,378,336,15,22,5,37,191,569,40.9,42.8,25.1,46.0,5.1,False,33.6,88.9,1.3,9.8
25.04.2025,2025-04-25,2025-04-25 17:00:00,17,17:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,534,462,26,40,6,66,241,775,39.6,40.2,35.7,49.7,10.1,False,31.1,86.5,1.1,12.4
25.04.2025,2025-04-25,2025-04-25 18:00:00,18,18:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,437,383,24,20,10,44,238,675,36.9,37.4,33.8,44.5,7.6,False,35.3,87.6,2.3,10.1
25.04.2025,2025-04-25,2025-04-25 19:00:00,19,19:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,544,474,32,25,13,57,159,703,24.6,24.5,25.4,31.7,7.1,False,22.6,87.1,2.4,10.5
25.04.2025,2025-04-25,2025-04-25 20:00:00,20,20:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,329,274,22,25,8,47,151,480,35.2,36.0,31.3,40.9,5.7,False,31.5,83.3,2.4,14.3
25.04.2025,2025-04-25,2025-04-25 21:00:00,21,21:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,181,152,13,12,4,25,124,305,35.6,35.8,34.9,46.1,10.5,False,40.7,84.0,2.2,13.8
25.04.2025,2025-04-25,2025-04-25 22:00:00,22,22:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,93,82,5,4,2,9,63,156,35.9,36.2,33.2,45.9,10.0,False,40.4,88.2,2.2,9.7
25.04.2025,2025-04-25,2025-04-25 23:00:00,23,23:00,4,Friday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,63,53,3,5,2,8,68,131,33.1,33.7,29.7,40.4,7.3,False,51.9,84.1,3.2,12.7
26.04.2025,2025-04-26,2025-04-26 00:00:00,0,00:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,31,26,2,2,1,4,42,73,39.8,40.5,36.0,44.5,4.7,False,57.5,83.9,3.2,12.9
26.04.2025,2025-04-26,2025-04-26 01:00:00,1,01:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,31,27,1,2,1,3,52,83,37.8,38.1,35.6,44.4,6.6,False,62.7,87.1,3.2,9.7
26.04.2025,2025-04-26,2025-04-26 02:00:00,2,02:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,34,29,2,2,1,4,42,76,38.5,39.3,34.0,44.4,5.9,False,55.3,85.3,2.9,11.8
26.04.2025,2025-04-26,2025-04-26 03:00:00,3,03:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,29,25,1,2,1,3,41,70,38.4,39.5,32.0,48.5,10.1,False,58.6,86.2,3.4,10.3
26.04.2025,2025-04-26,2025-04-26 04:00:00,4,04:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,29,25,1,2,1,3,39,68,34.9,36.4,25.9,39.8,4.9,False,57.4,86.2,3.4,10.3
26.04.2025,2025-04-26,2025-04-26 05:00:00,5,05:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,37,34,1,2,0,3,42,79,43.0,43.6,35.9,52.5,9.5,True,53.2,91.9,0.0,8.1
26.04.2025,2025-04-26,2025-04-26 06:00:00,6,06:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,86,74,6,4,2,10,81,167,32.3,32.9,29.2,39.0,6.7,False,48.5,86.0,2.3,11.6
26.04.2025,2025-04-26,2025-04-26 07:00:00,7,07:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,201,172,13,11,5,24,123,324,33.8,35.1,26.1,42.9,9.1,False,38.0,85.6,2.5,11.9
26.04.2025,2025-04-26,2025-04-26 08:00:00,8,08:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,359,309,13,27,10,40,140,499,30.4,31.1,26.4,38.7,8.3,False,28.1,86.1,2.8,11.1
26.04.2025,2025-04-26,2025-04-26 09:00:00,9,09:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,312,275,12,18,7,30,111,423,35.7,36.7,28.4,43.0,7.3,False,26.2,88.1,2.2,9.6
26.04.2025,2025-04-26,2025-04-26 10:00:00,10,10:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,155,136,9,7,3,16,108,263,38.4,39.5,30.6,48.7,10.3,False,41.1,87.7,1.9,10.3
26.04.2025,2025-04-26,2025-04-26 11:00:00,11,11:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,178,158,7,8,5,15,80,258,35.8,37.3,23.9,43.2,7.4,False,31.0,88.8,2.8,8.4
26.04.2025,2025-04-26,2025-04-26 12:00:00,12,12:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,148,130,9,7,2,16,111,259,42.9,44.9,28.5,47.7,4.8,False,42.9,87.8,1.4,10.8
26.04.2025,2025-04-26,2025-04-26 13:00:00,13,13:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,225,202,9,10,4,19,97,322,42.4,43.7,31.0,51.1,8.7,True,30.1,89.8,1.8,8.4
26.04.2025,2025-04-26,2025-04-26 14:00:00,14,14:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,230,205,10,13,2,23,105,335,37.6,38.4,30.8,44.6,7.0,False,31.3,89.1,0.9,10.0
26.04.2025,2025-04-26,2025-04-26 15:00:00,15,15:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,227,198,13,11,5,24,113,340,39.1,40.6,29.0,45.2,6.1,False,33.2,87.2,2.2,10.6
26.04.2025,2025-04-26,2025-04-26 16:00:00,16,16:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,396,328,26,31,11,57,142,538,34.8,37.0,24.1,42.8,8.0,False,26.4,82.8,2.8,14.4
26.04.2025,2025-04-26,2025-04-26 17:00:00,17,17:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,348,301,14,26,7,40,162,510,31.6,31.5,32.5,39.3,7.7,False,31.8,86.5,2.0,11.5
26.04.2025,2025-04-26,2025-04-26 18:00:00,18,18:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,473,393,33,39,8,72,163,636,32.1,32.6,29.6,40.8,8.7,False,25.6,83.1,1.7,15.2
26.04.2025,2025-04-26,2025-04-26 19:00:00,19,19:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,410,355,14,30,11,44,154,564,31.3,31.8,28.2,36.6,5.3,False,27.3,86.6,2.7,10.7
26.04.2025,2025-04-26,2025-04-26 20:00:00,20,20:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,238,197,16,19,6,35,103,341,34.0,34.1,33.5,42.0,8.0,False,30.2,82.8,2.5,14.7
26.04.2025,2025-04-26,2025-04-26 21:00:00,21,21:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,169,142,11,11,5,22,55,224,41.0,42.5,33.5,46.7,5.7,False,24.6,84.0,3.0,13.0
26.04.2025,2025-04-26,2025-04-26 22:00:00,22,22:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,89,76,5,6,2,11,60,149,42.8,45.0,30.3,50.3,7.5,True,40.3,85.4,2.2,12.4
26.04.2025,2025-04-26,2025-04-26 23:00:00,23,23:00,5,Saturday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,51,44,3,3,1,6,61,112,34.2,34.6,31.6,42.9,8.7,False,54.5,86.3,2.0,11.8
27.04.2025,2025-04-27,2025-04-27 00:00:00,0,00:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,34,28,2,3,1,5,55,89,43.4,44.5,38.3,51.9,8.5,True,61.8,82.4,2.9,14.7
27.04.2025,2025-04-27,2025-04-27 01:00:00,1,01:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,31,27,2,1,1,3,37,68,34.6,35.0,32.4,42.3,7.7,False,54.4,87.1,3.2,9.7
27.04.2025,2025-04-27,2025-04-27 02:00:00,2,02:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,30,26,1,3,0,4,35,65,40.3,41.6,32.2,50.3,10.0,True,53.8,86.7,0.0,13.3
27.04.2025,2025-04-27,2025-04-27 03:00:00,3,03:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,29,25,2,1,1,3,41,70,35.9,36.0,35.6,43.3,7.4,False,58.6,86.2,3.4,10.3
27.04.2025,2025-04-27,2025-04-27 04:00:00,4,04:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,34,30,1,2,1,3,51,85,43.0,44.4,32.4,49.8,6.8,False,60.0,88.2,2.9,8.8
27.04.2025,2025-04-27,2025-04-27 05:00:00,5,05:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,42,35,3,3,1,6,58,100,37.0,38.2,30.9,43.2,6.2,False,58.0,83.3,2.4,14.3
27.04.2025,2025-04-27,2025-04-27 06:00:00,6,06:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,111,97,4,7,3,11,63,174,44.8,46.8,30.8,54.4,9.6,True,36.2,87.4,2.7,9.9
27.04.2025,2025-04-27,2025-04-27 07:00:00,7,07:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,215,182,10,18,5,28,97,312,31.3,32.1,26.7,41.0,9.7,False,31.1,84.7,2.3,13.0
27.04.2025,2025-04-27,2025-04-27 08:00:00,8,08:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,315,271,13,25,6,38,158,473,32.7,33.6,27.1,42.8,10.1,False,33.4,86.0,1.9,12.1
27.04.2025,2025-04-27,2025-04-27 09:00:00,9,09:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,242,208,14,17,3,31,141,383,33.6,34.1,30.2,39.2,5.6,False,36.8,86.0,1.2,12.8
27.04.2025,2025-04-27,2025-04-27 10:00:00,10,10:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,179,150,12,14,3,26,111,290,30.8,30.8,30.7,35.7,4.9,False,38.3,83.8,1.7,14.5
27.04.2025,2025-04-27,2025-04-27 11:00:00,11,11:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,146,124,6,13,3,19,103,249,35.9,36.1,34.4,43.9,8.0,False,41.4,84.9,2.1,13.0
27.04.2025,2025-04-27,2025-04-27 12:00:00,12,12:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,153,130,9,12,2,21,101,254,35.0,36.3,27.7,40.3,5.3,False,39.8,85.0,1.3,13.7
27.04.2025,2025-04-27,2025-04-27 13:00:00,13,13:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,199,179,7,10,3,17,95,294,38.7,38.8,37.5,48.4,9.7,False,32.3,89.9,1.5,8.5
27.04.2025,2025-04-27,2025-04-27 14:00:00,14,14:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,241,213,10,12,6,22,94,335,41.7,43.5,28.4,49.7,8.0,False,28.1,88.4,2.5,9.1
27.04.2025,2025-04-27,2025-04-27 15:00:00,15,15:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,241,210,15,11,5,26,133,374,36.7,37.6,30.8,45.5,8.8,False,35.6,87.1,2.1,10.8
27.04.2025,2025-04-27,2025-04-27 16:00:00,16,16:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,285,253,13,15,4,28,171,456,35.0,34.9,36.0,43.2,8.2,False,37.5,88.8,1.4,9.8
27.04.2025,2025-04-27,2025-04-27 17:00:00,17,17:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,341,306,14,17,4,31,189,530,33.6,33.8,32.0,42.0,8.4,False,35.7,89.7,1.2,9.1
27.04.2025,2025-04-27,2025-04-27 18:00:00,18,18:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,459,395,21,36,7,57,186,645,34.4,35.1,30.4,42.8,8.4,False,28.8,86.1,1.5,12.4
27.04.2025,2025-04-27,2025-04-27 19:00:00,19,19:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,412,363,22,19,8,41,155,567,36.8,37.9,29.2,46.2,9.4,False,27.3,88.1,1.9,10.0
27.04.2025,2025-04-27,2025-04-27 20:00:00,20,20:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,238,208,9,16,5,25,135,373,43.2,44.6,33.4,48.4,5.2,False,36.2,87.4,2.1,10.5
27.04.2025,2025-04-27,2025-04-27 21:00:00,21,21:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,156,140,6,7,3,13,99,255,33.8,33.3,38.0,42.2,8.4,False,38.8,89.7,1.9,8.3
27.04.2025,2025-04-27,2025-04-27 22:00:00,22,22:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,81,70,5,4,2,9,68,149,35.8,36.5,31.2,43.0,7.2,False,45.6,86.4,2.5,11.1
27.04.2025,2025-04-27,2025-04-27 23:00:00,23,23:00,6,Sunday,4,April,True,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,38,32,2,3,1,5,61,99,35.5,37.3,26.0,42.6,7.1,False,61.6,84.2,2.6,13.2
28.04.2025,2025-04-28,2025-04-28 00:00:00,0,00:00,0,Monday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,34,31,1,2,0,3,63,97,40.9,41.5,34.7,48.9,8.0,False,64.9,91.2,0.0,8.8
28.04.2025,2025-04-28,2025-04-28 01:00:00,1,01:00,0,Monday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,37,32,2,2,1,4,53,90,44.2,46.1,32.4,53.9,9.7,True,58.9,86.5,2.7,10.8
28.04.2025,2025-04-28,2025-04-28 02:00:00,2,02:00,0,Monday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,40,34,2,3,1,5,58,98,43.6,45.0,35.5,51.4,7.8,True,59.2,85.0,2.5,12.5
28.04.2025,2025-04-28,2025-04-28 03:00:00,3,03:00,0,Monday,4,April,False,DEV-1003,Columbiadamm,Both directions,52.4825,13.395,50,35,30,2,2,1,4,34,69,38.9,40.3,30.7,48.2,9.3,False,49.3,85.7,2.9,11.4
