datum,datum_iso,stunde,geraet_id,standort,latitude,longitude,kfz,pkw,lkw,lfw,krad,fahrrad,v_kfz,v_pkw,v_lkw,v85,modal_share_pkw,modal_share_fahrrad,modal_share_lkw,modal_share_krad
28.01.2023,2023-01-28,13,SEN-004,Kolonnenstraße,52.4835,13.361,107,72,5,7,23,75,40.2,44.7,36.4,47.7,39.6,41.2,2.7,12.6
28.01.2023,2023-01-28,14,SEN-004,Kolonnenstraße,52.4835,13.361,288,203,17,23,45,231,31.7,32.1,33.7,35.8,39.1,44.5,3.3,8.7
28.01.2023,2023-01-28,15,SEN-004,Kolonnenstraße,52.4835,13.361,964,718,64,70,112,741,33.5,34.2,34.5,39.0,42.1,43.5,3.8,6.6
28.01.2023,2023-01-28,16,SEN-004,Kolonnenstraße,52.4835,13.361,2220,1598,102,171,349,1718,28.3,28.1,30.0,32.4,40.6,43.6,2.6,8.9
28.01.2023,2023-01-28,17,SEN-004,Kolonnenstraße,52.4835,13.361,3459,2599,163,209,488,2659,21.9,20.4,24.4,25.6,42.5,43.5,2.7,8.0
28.01.2023,2023-01-28,18,SEN-004,Kolonnenstraße,52.4835,13.361,3473,2525,236,271,441,2679,30.9,32.5,25.6,35.2,41.0,43.5,3.8,7.2
28.01.2023,2023-01-28,19,SEN-004,Kolonnenstraße,52.4835,13.361,2176,1547,153,195,281,1789,31.6,33.0,28.4,37.0,39.0,45.1,3.9,7.1
28.01.2023,2023-01-28,20,SEN-004,Kolonnenstraße,52.4835,13.361,924,646,37,58,183,763,35.6,38.4,31.3,40.9,38.3,45.2,2.2,10.8
28.01.2023,2023-01-28,21,SEN-004,Kolonnenstraße,52.4835,13.361,267,207,12,24,24,198,31.6,32.2,30.5,37.5,44.5,42.6,2.6,5.2
28.01.2023,2023-01-28,22,SEN-004,Kolonnenstraße,52.4835,13.361,82,59,4,7,12,84,32.7,31.7,43.0,37.6,35.5,50.6,2.4,7.2
28.01.2023,2023-01-28,23,SEN-004,Kolonnenstraße,52.4835,13.361,67,49,3,5,10,36,43.6,49.6,26.4,51.1,47.6,35.0,2.9,9.7
29.01.2023,2023-01-29,0,SEN-004,Kolonnenstraße,52.4835,13.361,57,44,3,3,7,26,38.9,41.1,35.9,47.3,53.0,31.3,3.6,8.4
29.01.2023,2023-01-29,1,SEN-004,Kolonnenstraße,52.4835,13.361,56,40,3,4,9,34,30.7,32.5,24.0,36.9,44.4,37.8,3.3,10.0
29.01.2023,2023-01-29,2,SEN-004,Kolonnenstraße,52.4835,13.361,72,50,4,5,13,35,38.4,41.9,34.0,46.7,46.7,32.7,3.7,12.1
29.01.2023,2023-01-29,3,SEN-004,Kolonnenstraße,52.4835,13.361,98,71,5,6,16,49,32.7,32.6,40.5,37.3,48.3,33.3,3.4,10.9
29.01.2023,2023-01-29,4,SEN-004,Kolonnenstraße,52.4835,13.361,165,123,7,15,20,90,39.1,42.0,33.1,45.1,48.2,35.3,2.7,7.8
29.01.2023,2023-01-29,5,SEN-004,Kolonnenstraße,52.4835,13.361,512,396,31,39,46,267,38.4,41.1,30.1,43.6,50.8,34.3,4.0,5.9
29.01.2023,2023-01-29,6,SEN-004,Kolonnenstraße,52.4835,13.361,1347,920,70,115,242,782,29.0,29.5,27.7,32.9,43.2,36.7,3.3,11.4
29.01.2023,2023-01-29,7,SEN-004,Kolonnenstraße,52.4835,13.361,2666,1993,136,233,304,1409,29.8,30.8,26.0,34.9,48.9,34.6,3.3,7.5
29.01.2023,2023-01-29,8,SEN-004,Kolonnenstraße,52.4835,13.361,3266,2374,213,293,386,1784,26.4,25.9,27.4,31.2,47.0,35.3,4.2,7.6
29.01.2023,2023-01-29,9,SEN-004,Kolonnenstraße,52.4835,13.361,2632,1819,163,188,462,1366,33.0,34.3,33.1,39.1,45.5,34.2,4.1,11.6
29.01.2023,2023-01-29,10,SEN-004,Kolonnenstraße,52.4835,13.361,1355,963,69,99,224,760,32.3,33.9,28.9,38.3,45.5,35.9,3.3,10.6
29.01.2023,2023-01-29,11,SEN-004,Kolonnenstraße,52.4835,13.361,492,343,25,36,88,256,41.3,46.3,32.5,48.8,45.9,34.2,3.3,11.8
29.01.2023,2023-01-29,12,SEN-004,Kolonnenstraße,52.4835,13.361,170,125,11,14,20,77,35.1,38.5,24.1,42.1,50.6,31.2,4.5,8.1
29.01.2023,2023-01-29,13,SEN-004,Kolonnenstraße,52.4835,13.361,141,106,7,12,16,53,34.1,35.0,34.1,39.2,54.6,27.3,3.6,8.2
29.01.2023,2023-01-29,14,SEN-004,Kolonnenstraße,52.4835,13.361,332,235,23,26,48,176,39.0,42.6,32.5,45.6,46.3,34.6,4.5,9.4
29.01.2023,2023-01-29,15,SEN-004,Kolonnenstraße,52.4835,13.361,1169,897,75,104,93,600,35.7,36.0,38.4,41.0,50.7,33.9,4.2,5.3
29.01.2023,2023-01-29,16,SEN-004,Kolonnenstraße,52.4835,13.361,2582,1742,166,224,450,1375,32.7,34.0,32.4,38.9,44.0,34.7,4.2,11.4
29.01.2023,2023-01-29,17,SEN-004,Kolonnenstraße,52.4835,13.361,4009,3032,283,252,442,2119,30.0,30.8,27.3,36.6,49.5,34.6,4.6,7.2
29.01.2023,2023-01-29,18,SEN-004,Kolonnenstraße,52.4835,13.361,4083,2969,229,301,584,2102,33.5,36.6,21.9,40.1,48.0,34.0,3.7,9.4
29.01.2023,2023-01-29,19,SEN-004,Kolonnenstraße,52.4835,13.361,2633,1924,122,217,370,1329,36.6,39.6,28.6,43.0,48.6,33.5,3.1,9.3
29.01.2023,2023-01-29,20,SEN-004,Kolonnenstraße,52.4835,13.361,1125,847,90,109,79,554,32.9,35.8,22.3,37.5,50.4,33.0,5.4,4.7
29.01.2023,2023-01-29,21,SEN-004,Kolonnenstraße,52.4835,13.361,331,252,16,21,42,181,30.1,30.6,29.2,34.4,49.2,35.4,3.1,8.2
29.01.2023,2023-01-29,22,SEN-004,Kolonnenstraße,52.4835,13.361,115,86,6,8,15,61,30.1,29.4,36.4,35.5,48.9,34.7,3.4,8.5
29.01.2023,2023-01-29,23,SEN-004,Kolonnenstraße,52.4835,13.361,59,41,4,5,9,36,33.9,37.1,25.0,40.9,43.2,37.9,4.2,9.5
30.01.2023,2023-01-30,0,SEN-004,Kolonnenstraße,52.4835,13.361,93,62,4,6,21,68,33.4,34.9,35.3,38.6,38.5,42.2,2.5,13.0
30.01.2023,2023-01-30,1,SEN-004,Kolonnenstraße,52.4835,13.361,95,71,5,7,12,67,37.1,40.4,26.8,43.2,43.8,41.4,3.1,7.4
30.01.2023,2023-01-30,2,SEN-004,Kolonnenstraße,52.4835,13.361,101,79,5,8,9,49,35.1,36.3,32.8,41.8,52.7,32.7,3.3,6.0
30.01.2023,2023-01-30,3,SEN-004,Kolonnenstraße,52.4835,13.361,130,94,6,11,19,68,40.8,45.0,32.0,49.5,47.5,34.3,3.0,9.6
30.01.2023,2023-01-30,4,SEN-004,Kolonnenstraße,52.4835,13.361,209,143,7,19,40,181,27.4,26.2,33.3,31.4,36.7,46.4,1.8,10.3
30.01.2023,2023-01-30,5,SEN-004,Kolonnenstraße,52.4835,13.361,749,560,42,65,82,506,29.4,29.5,30.0,34.5,44.6,40.3,3.3,6.5
30.01.2023,2023-01-30,6,SEN-004,Kolonnenstraße,52.4835,13.361,2102,1448,131,171,352,1338,39.3,44.4,27.8,44.4,42.1,38.9,3.8,10.2
30.01.2023,2023-01-30,7,SEN-004,Kolonnenstraße,52.4835,13.361,4068,2782,308,373,605,2701,28.0,28.2,27.4,33.9,41.1,39.9,4.6,8.9
30.01.2023,2023-01-30,8,SEN-004,Kolonnenstraße,52.4835,13.361,5137,4067,314,361,395,3296,36.1,38.5,26.2,42.0,48.2,39.1,3.7,4.7
30.01.2023,2023-01-30,9,SEN-004,Kolonnenstraße,52.4835,13.361,4014,2946,257,332,479,2679,28.4,30.0,20.5,34.5,44.0,40.0,3.8,7.2
30.01.2023,2023-01-30,10,SEN-004,Kolonnenstraße,52.4835,13.361,2109,1538,121,162,288,1419,33.1,34.2,32.2,37.8,43.6,40.2,3.4,8.2
30.01.2023,2023-01-30,11,SEN-004,Kolonnenstraße,52.4835,13.361,707,509,41,73,84,527,36.7,39.5,30.8,42.5,41.2,42.7,3.3,6.8
30.01.2023,2023-01-30,12,SEN-004,Kolonnenstraße,52.4835,13.361,255,173,15,20,47,174,38.3,42.2,32.7,46.7,40.3,40.6,3.5,11.0
30.01.2023,2023-01-30,13,SEN-004,Kolonnenstraße,52.4835,13.361,194,143,11,11,29,111,33.8,34.3,38.2,39.8,46.9,36.4,3.6,9.5
30.01.2023,2023-01-30,14,SEN-004,Kolonnenstraße,52.4835,13.361,548,355,44,41,108,373,36.1,38.1,38.1,41.5,38.5,40.5,4.8,11.7
30.01.2023,2023-01-30,15,SEN-004,Kolonnenstraße,52.4835,13.361,1679,1213,89,150,227,1125,36.7,39.2,32.3,42.6,43.3,40.1,3.2,8.1
30.01.2023,2023-01-30,16,SEN-004,Kolonnenstraße,52.4835,13.361,3845,2543,288,319,695,2677,32.3,34.5,28.2,37.9,39.0,41.0,4.4,10.7
30.01.2023,2023-01-30,17,SEN-004,Kolonnenstraße,52.4835,13.361,6010,4065,349,568,1028,4218,26.8,27.6,21.6,32.1,39.7,41.2,3.4,10.1
30.01.2023,2023-01-30,18,SEN-004,Kolonnenstraße,52.4835,13.361,6025,4312,380,435,898,4112,27.2,27.5,24.5,32.0,42.5,40.6,3.7,8.9
30.01.2023,2023-01-30,19,SEN-004,Kolonnenstraße,52.4835,13.361,3926,2819,228,315,564,2679,33.1,35.0,28.2,37.5,42.7,40.6,3.5,8.5
30.01.2023,2023-01-30,20,SEN-004,Kolonnenstraße,52.4835,13.361,1691,1133,110,148,300,1111,32.1,35.3,22.9,38.3,40.4,39.7,3.9,10.7
30.01.2023,2023-01-30,21,SEN-004,Kolonnenstraße,52.4835,13.361,531,393,33,45,60,342,40.8,45.2,28.3,48.5,45.0,39.2,3.8,6.9
30.01.2023,2023-01-30,22,SEN-004,Kolonnenstraße,52.4835,13.361,166,126,7,12,21,134,36.8,38.9,32.9,42.1,42.0,44.7,2.3,7.0
30.01.2023,2023-01-30,23,SEN-004,Kolonnenstraße,52.4835,13.361,109,82,6,7,14,67,37.3,39.7,32.2,43.8,46.6,38.1,3.4,8.0
31.01.2023,2023-01-31,0,SEN-004,Kolonnenstraße,52.4835,13.361,117,87,8,9,13,62,38.5,41.4,31.6,46.1,48.6,34.6,4.5,7.3
31.01.2023,2023-01-31,1,SEN-004,Kolonnenstraße,52.4835,13.361,90,62,4,7,17,63,30.6,30.7,34.3,34.7,40.5,41.2,2.6,11.1
31.01.2023,2023-01-31,2,SEN-004,Kolonnenstraße,52.4835,13.361,102,72,6,6,18,62,30.0,30.4,30.8,35.9,43.9,37.8,3.7,11.0
31.01.2023,2023-01-31,3,SEN-004,Kolonnenstraße,52.4835,13.361,117,86,9,11,11,91,33.2,34.1,32.3,38.1,41.3,43.8,4.3,5.3
31.01.2023,2023-01-31,4,SEN-004,Kolonnenstraße,52.4835,13.361,258,188,14,29,27,147,38.3,41.9,29.3,46.5,46.4,36.3,3.5,6.7
31.01.2023,2023-01-31,5,SEN-004,Kolonnenstraße,52.4835,13.361,816,517,55,64,180,497,38.8,43.0,36.9,46.0,39.4,37.9,4.2,13.7
31.01.2023,2023-01-31,6,SEN-004,Kolonnenstraße,52.4835,13.361,2298,1791,132,202,173,1355,37.0,40.2,24.2,42.8,49.0,37.1,3.6,4.7
31.01.2023,2023-01-31,7,SEN-004,Kolonnenstraße,52.4835,13.361,4389,3003,250,356,780,2542,23.0,20.4,29.1,26.7,43.3,36.7,3.6,11.3
31.01.2023,2023-01-31,8,SEN-004,Kolonnenstraße,52.4835,13.361,5295,3780,373,452,690,3171,29.6,30.1,28.5,34.3,44.6,37.5,4.4,8.2
31.01.2023,2023-01-31,9,SEN-004,Kolonnenstraße,52.4835,13.361,4341,2920,329,399,693,2652,35.2,37.8,31.4,41.4,41.8,37.9,4.7,9.9
31.01.2023,2023-01-31,10,SEN-004,Kolonnenstraße,52.4835,13.361,2173,1596,142,144,291,1313,34.3,36.4,29.1,39.6,45.8,37.7,4.1,8.3
31.01.2023,2023-01-31,11,SEN-004,Kolonnenstraße,52.4835,13.361,776,532,62,60,122,485,32.5,35.2,25.5,38.2,42.2,38.5,4.9,9.7
31.01.2023,2023-01-31,12,SEN-004,Kolonnenstraße,52.4835,13.361,253,183,16,19,35,146,34.4,36.5,29.5,38.9,45.9,36.6,4.0,8.8
31.01.2023,2023-01-31,13,SEN-004,Kolonnenstraße,52.4835,13.361,203,145,12,17,29,127,34.3,35.8,33.0,40.1,43.9,38.5,3.6,8.8
31.01.2023,2023-01-31,14,SEN-004,Kolonnenstraße,52.4835,13.361,545,397,37,54,57,322,30.4,31.2,28.2,34.8,45.8,37.1,4.3,6.6
31.01.2023,2023-01-31,15,SEN-004,Kolonnenstraße,52.4835,13.361,1772,1293,143,120,216,1070,32.1,33.3,29.4,38.5,45.5,37.6,5.0,7.6
31.01.2023,2023-01-31,16,SEN-004,Kolonnenstraße,52.4835,13.361,4285,3129,286,323,547,2516,31.4,32.6,28.4,38.2,46.0,37.0,4.2,8.0
31.01.2023,2023-01-31,17,SEN-004,Kolonnenstraße,52.4835,13.361,6473,4492,302,589,1090,3832,28.2,28.3,27.7,33.0,43.6,37.2,2.9,10.6
31.01.2023,2023-01-31,18,SEN-004,Kolonnenstraße,52.4835,13.361,6655,4715,423,556,961,3963,29.5,31.2,23.1,34.1,44.4,37.3,4.0,9.1
31.01.2023,2023-01-31,19,SEN-004,Kolonnenstraße,52.4835,13.361,4333,3130,283,385,535,2603,29.0,29.4,28.1,33.2,45.1,37.5,4.1,7.7
31.01.2023,2023-01-31,20,SEN-004,Kolonnenstraße,52.4835,13.361,1850,1302,95,182,271,1050,34.8,38.0,26.4,39.7,44.9,36.2,3.3,9.3
31.01.2023,2023-01-31,21,SEN-004,Kolonnenstraße,52.4835,13.361,549,394,29,44,82,306,35.9,37.7,34.7,43.6,46.1,35.8,3.4,9.6
31.01.2023,2023-01-31,22,SEN-004,Kolonnenstraße,52.4835,13.361,186,122,13,12,39,102,29.8,30.6,28.5,35.6,42.4,35.4,4.5,13.5
31.01.2023,2023-01-31,23,SEN-004,Kolonnenstraße,52.4835,13.361,116,84,4,9,19,63,35.1,36.7,34.9,39.8,46.9,35.2,2.2,10.6
02.02.2023,2023-02-02,0,SEN-004,Kolonnenstraße,52.4835,13.361,132,90,8,11,23,51,32.6,33.7,32.9,37.0,49.2,27.9,4.4,12.6
02.02.2023,2023-02-02,1,SEN-004,Kolonnenstraße,52.4835,13.361,119,81,6,12,20,55,31.9,33.9,27.5,36.8,46.6,31.6,3.4,11.5
02.02.2023,2023-02-02,2,SEN-004,Kolonnenstraße,52.4835,13.361,144,103,9,13,19,66,32.8,34.7,28.0,37.4,49.0,31.4,4.3,9.0
02.02.2023,2023-02-02,3,SEN-004,Kolonnenstraße,52.4835,13.361,147,105,7,14,21,63,32.8,33.7,33.3,38.2,50.0,30.0,3.3,10.0
02.02.2023,2023-02-02,4,SEN-004,Kolonnenstraße,52.4835,13.361,279,195,14,20,50,120,30.2,31.2,27.9,36.3,48.9,30.1,3.5,12.5
02.02.2023,2023-02-02,5,SEN-004,Kolonnenstraße,52.4835,13.361,926,654,37,79,156,414,40.5,44.5,35.0,46.2,48.8,30.9,2.8,11.6
02.02.2023,2023-02-02,6,SEN-004,Kolonnenstraße,52.4835,13.361,2427,1828,133,218,248,1129,29.9,31.6,22.6,34.6,51.4,31.7,3.7,7.0
02.02.2023,2023-02-02,7,SEN-004,Kolonnenstraße,52.4835,13.361,4781,3276,284,393,828,2105,29.7,30.5,27.7,34.5,47.6,30.6,4.1,12.0
02.02.2023,2023-02-02,8,SEN-004,Kolonnenstraße,52.4835,13.361,5817,4192,340,542,743,2636,27.2,28.3,21.4,31.2,49.6,31.2,4.0,8.8
02.02.2023,2023-02-02,9,SEN-004,Kolonnenstraße,52.4835,13.361,4611,2997,274,370,970,2100,28.8,29.9,25.1,34.8,44.7,31.3,4.1,14.5
02.02.2023,2023-02-02,10,SEN-004,Kolonnenstraße,52.4835,13.361,2443,1752,173,241,277,1114,33.3,36.4,23.6,38.0,49.3,31.3,4.9,7.8
02.02.2023,2023-02-02,11,SEN-004,Kolonnenstraße,52.4835,13.361,879,608,65,73,133,420,37.9,41.2,32.7,45.3,46.8,32.3,5.0,10.2
02.02.2023,2023-02-02,12,SEN-004,Kolonnenstraße,52.4835,13.361,286,218,13,22,33,121,34.6,36.5,29.1,41.9,53.6,29.7,3.2,8.1
02.02.2023,2023-02-02,13,SEN-004,Kolonnenstraße,52.4835,13.361,238,179,10,16,33,97,24.7,22.6,35.2,28.0,53.4,29.0,3.0,9.9
02.02.2023,2023-02-02,14,SEN-004,Kolonnenstraße,52.4835,13.361,618,463,38,51,66,295,36.9,39.4,30.2,44.4,50.7,32.3,4.2,7.2
02.02.2023,2023-02-02,15,SEN-004,Kolonnenstraße,52.4835,13.361,1915,1471,104,176,164,887,37.1,38.2,36.8,45.2,52.5,31.7,3.7,5.9
02.02.2023,2023-02-02,16,SEN-004,Kolonnenstraße,52.4835,13.361,4556,3161,284,315,796,2124,32.4,34.1,29.0,38.8,47.3,31.8,4.3,11.9
02.02.2023,2023-02-02,17,SEN-004,Kolonnenstraße,52.4835,13.361,7122,4737,365,590,1430,3196,28.6,30.3,21.3,33.1,45.9,31.0,3.5,13.9
02.02.2023,2023-02-02,18,SEN-004,Kolonnenstraße,52.4835,13.361,7225,4837,458,568,1362,3330,29.0,30.0,25.5,34.6,45.8,31.5,4.3,12.9
02.02.2023,2023-02-02,19,SEN-004,Kolonnenstraße,52.4835,13.361,4691,3212,251,376,852,2112,34.0,36.6,28.6,38.6,47.2,31.0,3.7,12.5
02.02.2023,2023-02-02,20,SEN-004,Kolonnenstraße,52.4835,13.361,1948,1340,113,176,319,871,30.3,30.0,33.9,36.0,47.5,30.9,4.0,11.3
02.02.2023,2023-02-02,21,SEN-004,Kolonnenstraße,52.4835,13.361,628,448,29,54,97,257,42.4,48.2,27.9,49.9,50.6,29.0,3.3,11.0
02.02.2023,2023-02-02,22,SEN-004,Kolonnenstraße,52.4835,13.361,209,146,10,18,35,101,38.9,43.8,27.3,44.8,47.1,32.6,3.2,11.3
02.02.2023,2023-02-02,23,SEN-004,Kolonnenstraße,52.4835,13.361,113,78,7,8,20,45,33.4,35.2,31.2,38.0,49.4,28.5,4.4,12.7
03.02.2023,2023-02-03,0,SEN-004,Kolonnenstraße,52.4835,13.361,74,56,4,4,10,60,33.7,34.6,34.5,38.2,41.8,44.8,3.0,7.5
03.02.2023,2023-02-03,1,SEN-004,Kolonnenstraße,52.4835,13.361,90,66,5,8,11,48,34.8,35.2,38.4,42.2,47.8,34.8,3.6,8.0
03.02.2023,2023-02-03,2,SEN-004,Kolonnenstraße,52.4835,13.361,92,64,5,7,16,58,26.5,26.7,23.4,30.8,42.7,38.7,3.3,10.7
03.02.2023,2023-02-03,3,SEN-004,Kolonnenstraße,52.4835,13.361,110,78,6,7,19,69,32.6,33.5,33.5,38.0,43.6,38.5,3.4,10.6
03.02.2023,2023-02-03,4,SEN-004,Kolonnenstraße,52.4835,13.361,210,144,12,16,38,148,39.1,42.8,35.3,47.1,40.2,41.3,3.4,10.6
03.02.2023,2023-02-03,5,SEN-004,Kolonnenstraße,52.4835,13.361,636,449,47,52,88,441,31.6,33.5,26.4,38.3,41.7,40.9,4.4,8.2
03.02.2023,2023-02-03,6,SEN-004,Kolonnenstraße,52.4835,13.361,1758,1284,110,143,221,1310,35.1,39.9,16.9,40.6,41.9,42.7,3.6,7.2
03.02.2023,2023-02-03,7,SEN-004,Kolonnenstraße,52.4835,13.361,3393,2476,176,301,440,2298,29.2,30.6,22.8,34.1,43.5,40.4,3.1,7.7
03.02.2023,2023-02-03,8,SEN-004,Kolonnenstraße,52.4835,13.361,4236,3293,278,350,315,2975,30.0,30.4,28.9,36.3,45.7,41.3,3.9,4.4
03.02.2023,2023-02-03,9,SEN-004,Kolonnenstraße,52.4835,13.361,3400,2627,213,258,302,2397,29.2,30.0,25.6,34.4,45.3,41.3,3.7,5.2
03.02.2023,2023-02-03,10,SEN-004,Kolonnenstraße,52.4835,13.361,1789,1331,80,150,228,1226,36.5,40.4,22.7,43.9,44.1,40.7,2.7,7.6
03.02.2023,2023-02-03,11,SEN-004,Kolonnenstraße,52.4835,13.361,688,527,37,58,66,428,27.8,27.1,31.3,33.4,47.2,38.4,3.3,5.9
03.02.2023,2023-02-03,12,SEN-004,Kolonnenstraße,52.4835,13.361,198,141,15,15,27,146,37.9,40.4,35.2,45.9,41.0,42.4,4.4,7.8
03.02.2023,2023-02-03,13,SEN-004,Kolonnenstraße,52.4835,13.361,159,111,11,13,24,110,29.1,29.4,28.7,33.0,41.3,40.9,4.1,8.9
03.02.2023,2023-02-03,14,SEN-004,Kolonnenstraße,52.4835,13.361,475,373,35,37,30,296,29.9,30.1,29.9,34.3,48.4,38.4,4.5,3.9
03.02.2023,2023-02-03,15,SEN-004,Kolonnenstraße,52.4835,13.361,1462,1027,98,115,222,970,33.3,34.9,31.0,38.0,42.2,39.9,4.0,9.1
03.02.2023,2023-02-03,16,SEN-004,Kolonnenstraße,52.4835,13.361,3382,2373,284,304,421,2224,30.4,31.9,26.0,35.1,42.3,39.7,5.1,7.5
03.02.2023,2023-02-03,17,SEN-004,Kolonnenstraße,52.4835,13.361,5148,3371,379,515,883,3613,25.5,25.5,23.3,30.5,38.5,41.2,4.3,10.1
03.02.2023,2023-02-03,18,SEN-004,Kolonnenstraße,52.4835,13.361,5255,3684,305,393,873,3666,28.1,28.7,25.3,32.0,41.3,41.1,3.4,9.8
03.02.2023,2023-02-03,19,SEN-004,Kolonnenstraße,52.4835,13.361,3352,2655,130,303,264,2329,28.2,28.5,26.8,34.2,46.7,41.0,2.3,4.6
03.02.2023,2023-02-03,20,SEN-004,Kolonnenstraße,52.4835,13.361,1478,1089,91,123,175,1000,33.8,36.4,25.0,40.1,43.9,40.4,3.7,7.1
03.02.2023,2023-02-03,21,SEN-004,Kolonnenstraße,52.4835,13.361,439,297,35,40,67,313,37.5,40.4,34.3,43.1,39.5,41.6,4.7,8.9
03.02.2023,2023-02-03,22,SEN-004,Kolonnenstraße,52.4835,13.361,149,107,7,13,22,99,39.0,42.1,34.3,46.0,43.1,39.9,2.8,8.9
03.02.2023,2023-02-03,23,SEN-004,Kolonnenstraße,52.4835,13.361,74,54,4,6,10,72,30.5,31.8,26.1,35.1,37.0,49.3,2.7,6.8
04.02.2023,2023-02-04,0,SEN-004,Kolonnenstraße,52.4835,13.361,56,38,3,4,11,48,36.4,39.1,35.3,44.0,36.5,46.2,2.9,10.6
04.02.2023,2023-02-04,1,SEN-004,Kolonnenstraße,52.4835,13.361,52,39,2,4,7,64,36.9,40.4,24.4,43.5,33.6,55.2,1.7,6.0
04.02.2023,2023-02-04,2,SEN-004,Kolonnenstraße,52.4835,13.361,60,42,3,4,11,59,36.2,39.1,32.0,42.9,35.3,49.6,2.5,9.2
04.02.2023,2023-02-04,3,SEN-004,Kolonnenstraße,52.4835,13.361,73,56,4,6,7,52,38.1,41.3,27.6,44.4,44.8,41.6,3.2,5.6
04.02.2023,2023-02-04,4,SEN-004,Kolonnenstraße,52.4835,13.361,131,99,6,11,15,127,36.1,37.9,33.1,41.5,38.4,49.2,2.3,5.8
04.02.2023,2023-02-04,5,SEN-004,Kolonnenstraße,52.4835,13.361,451,328,24,33,66,355,35.7,37.3,35.4,40.7,40.7,44.0,3.0,8.2
04.02.2023,2023-02-04,6,SEN-004,Kolonnenstraße,52.4835,13.361,1233,929,86,109,109,1028,34.4,36.3,29.1,40.5,41.1,45.5,3.8,4.8
04.02.2023,2023-02-04,7,SEN-004,Kolonnenstraße,52.4835,13.361,2320,1623,142,205,350,2069,30.4,32.0,25.4,34.6,37.0,47.1,3.2,8.0
04.02.2023,2023-02-04,8,SEN-004,Kolonnenstraße,52.4835,13.361,2889,2081,202,267,339,2525,33.4,34.6,31.9,40.4,38.4,46.6,3.7,6.3
04.02.2023,2023-02-04,9,SEN-004,Kolonnenstraße,52.4835,13.361,2275,1668,128,169,310,2052,27.9,28.6,23.8,33.7,38.5,47.4,3.0,7.2
04.02.2023,2023-02-04,10,SEN-004,Kolonnenstraße,52.4835,13.361,1219,871,74,80,194,1002,34.9,38.1,25.1,41.6,39.2,45.1,3.3,8.7
04.02.2023,2023-02-04,11,SEN-004,Kolonnenstraße,52.4835,13.361,437,326,27,31,53,404,37.7,41.7,24.2,45.1,38.8,48.0,3.2,6.3
04.02.2023,2023-02-04,12,SEN-004,Kolonnenstraße,52.4835,13.361,134,90,8,10,26,135,45.7,54.7,25.9,51.9,33.5,50.2,3.0,9.7
04.02.2023,2023-02-04,13,SEN-004,Kolonnenstraße,52.4835,13.361,123,92,9,7,15,93,35.9,38.1,30.5,41.2,42.6,43.1,4.2,6.9
04.02.2023,2023-02-04,14,SEN-004,Kolonnenstraße,52.4835,13.361,314,237,17,31,29,279,34.8,35.9,33.3,39.8,40.0,47.0,2.9,4.9
04.02.2023,2023-02-04,15,SEN-004,Kolonnenstraße,52.4835,13.361,995,761,68,64,102,822,36.5,38.2,33.5,43.6,41.9,45.2,3.7,5.6
04.02.2023,2023-02-04,16,SEN-004,Kolonnenstraße,52.4835,13.361,2335,1701,124,176,334,1941,27.5,28.1,23.6,31.2,39.8,45.4,2.9,7.8
04.02.2023,2023-02-04,17,SEN-004,Kolonnenstraße,52.4835,13.361,3467,2642,204,253,368,2988,25.4,25.6,22.0,29.3,40.9,46.3,3.2,5.7
04.02.2023,2023-02-04,18,SEN-004,Kolonnenstraße,52.4835,13.361,3517,2596,228,345,348,2908,27.5,28.5,22.8,33.0,40.4,45.3,3.5,5.4
04.02.2023,2023-02-04,19,SEN-004,Kolonnenstraße,52.4835,13.361,2312,1553,165,193,401,1967,35.6,39.9,25.6,41.0,36.3,46.0,3.9,9.4
04.02.2023,2023-02-04,20,SEN-004,Kolonnenstraße,52.4835,13.361,991,680,73,89,149,829,36.5,39.0,34.1,43.3,37.4,45.5,4.0,8.2
04.02.2023,2023-02-04,21,SEN-004,Kolonnenstraße,52.4835,13.361,287,217,24,25,21,270,33.2,34.1,31.4,39.5,39.0,48.5,4.3,3.8
04.02.2023,2023-02-04,22,SEN-004,Kolonnenstraße,52.4835,13.361,95,64,7,8,16,76,35.3,37.5,33.6,41.4,37.4,44.4,4.1,9.4
04.02.2023,2023-02-04,23,SEN-004,Kolonnenstraße,52.4835,13.361,50,36,3,3,8,43,31.7,32.1,34.6,37.5,38.7,46.2,3.2,8.6
05.02.2023,2023-02-05,0,SEN-004,Kolonnenstraße,52.4835,13.361,72,50,3,6,13,45,35.2,37.0,35.2,42.8,42.7,38.5,2.6,11.1
05.02.2023,2023-02-05,1,SEN-004,Kolonnenstraße,52.4835,13.361,75,55,3,5,12,40,37.8,41.4,27.3,43.9,47.8,34.8,2.6,10.4
05.02.2023,2023-02-05,2,SEN-004,Kolonnenstraße,52.4835,13.361,68,49,5,5,9,58,34.5,36.7,29.5,39.2,38.9,46.0,4.0,7.1
05.02.2023,2023-02-05,3,SEN-004,Kolonnenstraße,52.4835,13.361,91,63,4,7,17,39,36.9,39.0,39.0,43.6,48.5,30.0,3.1,13.1
05.02.2023,2023-02-05,4,SEN-004,Kolonnenstraße,52.4835,13.361,161,123,9,9,20,98,34.1,35.8,29.2,40.2,47.5,37.8,3.5,7.7
05.02.2023,2023-02-05,5,SEN-004,Kolonnenstraße,52.4835,13.361,544,381,24,43,96,345,40.0,44.7,30.4,46.3,42.9,38.8,2.7,10.8
